"ASV_hash","Station_10","Station_11","Station_12","Station_13","Station_14","Station_15","Station_16","Station_17","Station_18","Station_19","Station_2","Station_20","Station_21","Station_22","Station_23","Station_24","Station_25","Station_26","Station_27","Station_28","Station_29","Station_3","Station_30","Station_4","Station_5","Station_6","Station_8","Station_9"
"901bc40f84d4799156dc32f0b5ffd03d",0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947e48cdb248ebc178d8d2b90df934b9",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9482620491934eb0b2f1764827d4c0e0",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956dea9168692c82cf46cf5c011cf829",0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"961a07941909ffdea89ea06295ff915a",0,0,34.5,17,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961f07d1828a7df72d6aeff927e109f2",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965b7984ade7c8528fbd44729a4d18a4",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"966bd83498403e8eb5974664e4c57c95",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96e96d7b3da8b3f097f6dbce401b62e3",0,0,122,282.5,268.5,369.5,347.5,261,271,130,311,439,150.5,146.5,94.5,52.5,0,66.5,28,72.5,23,51,0,0,70.5,104,0,81
"96eee0764d6cfacc8e29f0f207ba6722",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96f6f65aff199d73579232a1e42c3d09",0,0,32,105.5,92.5,90.5,117.5,0,43,0,91.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9775927970a599e039858d4a78eb3b64",0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98364fbdd4e58b80a75d6ffe5036c9d7",0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9856ec05b899098aff802682548204ef",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98a0dee0173854cbdc6ef6adc6bc0284",0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"98f99481cfa0514a50c30acd69e94f1a",0,0,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9942ccd5aef839c7060290dfa36c88ca",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99a84661384b483d09e5f935fea70517",0,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.5
"99aa8ea7e4b238f3f04572e1d31c295c",0,0,30,48.5,101.5,57,123,454,338.5,72.5,145,903,363.5,128.5,510,183,54.5,335.5,114,165.5,185,0,70.5,972.5,39,191,45,0
"99d6ccafcf6535dd401565ed736bfa39",0,0,23.5,28,20,36.5,0,0,0,0,0,72.5,0,5.5,0,0,0,12.5,0,0,4,0,0,0,0,0,0,0
"9b6f5dcdbc0f448373bf5c536079fc25",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9be891ab0cbaa758321cbd41a318c602",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c133702ccecdb14a934750de9a0c2e6",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c7e09822c68381256c7aac9bd442a98",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c7e878427f9389b2a4b107594b94d42",0,0,29.5,21,19,0,17,0,0,0,0,0,16,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"9cefcf3857212c6242046946cf9cb334",0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d0a3e9cfd3809c836449bebb62b7d2c",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d4a8d266e3281b097a958e6ad76da55",0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9df4996799ab8454d98042d3b07adbc4",0,0,7.5,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e2d9807fd4abc52c94f2a99f0addb91",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ead72aed6e7b1e63effc2af53f7ceab",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9efeee36942a2ce06a5f72b5f2c388af",0,0,8,0,0,0,11,6,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"a059909ee3b013faf11f906d6d8f9fed",0,0,6,18,8,0,0,0,0,0,0,20.5,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"a0e56e866b5e4da743bd605a58d85dd4",0,0,20,25,21,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0ec0e29e007040341625bbafdad4e40",0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1590dbd25000639adb857c3e2205a59",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1749a46633c5001a94cafe94950105d",0,0,67,0,0,0,0,94.5,130,0,0,98,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,71
"a1b27e59b6d776d7012cf92aa1ee5309",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1cb6d11e297d04fca60e2a4b1bb1695",0,0,129,0,149.5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a27b553dbad4e25523604ff5380e4961",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a280aa4add6551e6dd46de110f70a0f7",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2be8080eb04e1c951ed7f7f90d429b4",0,0,2,1,0,0,0,99,133.5,0,0,154,542,548,243,320.5,0,467,967,1417.5,1811.5,239.5,1409.5,626,682,0,588,1
"a2c99790a33ecaa387f914cdf8f2539a",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5
"a339e082afe6ae9d643b321d5b81af08",0,0,98,165,111.5,91,0,0,0,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3bc0ca999996b6c373fe283ccd6a40f",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"a40561f998b5601cac06b0eee3579f60",0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a41aaa031f053ed47a5aa350da21df6e",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5499e94f8b0c74d128d37df7d3dc007",0,0,40.5,45,44,53.5,91,0,0,0,55.5,131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a6584f3a729cb73cea7ae786a2c4732e",0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5
"a662fb36df00b5c16ac4246b6ef20db1",0,0,21.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5
"a6d6d03a9e3312fce1c90ed3dc4e5951",0,0,34,0,43,35,0,51,0,0,27.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a76f0fe83e174ea7637a189c40b53b93",0,0,1,0,1,3,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7b4739c021bc768b39e9229095263c8",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7f7fb2394e5e093b695c282e204ae74",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7f88c73fcf37b9735cc400b0cc10820",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7fb73795a62eb27e56a6fc538cbce3a",0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8740fb49fe1eabaf816f95db6a5b4e2",0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a87cd03d8d4cddb4a232c519c3676e35",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8e16968f8487822d1c90db11449f448",0,0,13,8,27,28.5,37,0,19,0,37,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a98497146477b752a74fac8a94ee9556",0,0,6,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab9663abdbac12305febb7ce7b4fb0e7",0,0,12,0,0,0,0,0,0,7,0,8,12,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0
"abea5692c3eee96733bd9820380f6401",0,0,26.5,5,0,0,16,21,0,0,0,0,0,37.5,21,43,0,34.5,0,63,60,0,0,0,0,0,0,18
"ac0385f8d148003f60e63cede9f77225",0,0,110,118.5,138,187.5,168.5,400.5,415.5,0,209.5,624.5,464,431.5,308,148.5,0,328.5,640,682.5,710,344,555,0,606.25,0,24,0
"ac747959b48b2b4018eb1ca3bd216b8c",0,0,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac9f56eb5dbfc3dc6b168fc73fc6c34c",0,0,10.5,66.5,41.5,30.5,33.5,453,366.5,186.5,32,700,767.5,598,182,682,38.5,313.5,2163.5,903,614.5,807,120.5,649.5,3159,531,2282,10
"acd0c988b1722b9cd56887cffb29c370",0,0,32,0,31,49,0,0,0,0,38.5,36,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,33.5
"acf826c02e97e2763452cae8c8bdb070",0,0,6.5,0,11.5,16,0,0,10,0,0,47.5,26,12,0,13,0,16,0,6,4,0,0,0,0,0,0,0
"ad54909e3a99dc3632183c7b9732c2a0",0,0,4.5,0,0,0,0,12.5,5,0,0,35,0,0,0,0,0,14.5,0,0,13.5,0,0,0,0,0,0,0
"ad7a6d6cfba79d871764fd63cc2637be",0,0,8,6,16.5,18.5,9.5,0,33.5,0,9.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aebedf33f7127c02d244c8c50b5e3265",0,0,8,0,0,0,0,17,23,0,0,88.5,38.5,0,0,10,0,15,6,0,20,0,0,0,0,0,0,0
"aed959a6c72fe95e439f0c08c64e5d16",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"aee6095976d99e243d07b376b0746583",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af208adf13638a73d427c94a0cc3de82",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af29b7e631845eb748744d7b38e4f955",0,0,10,0,14,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"af9096862d925cf5502455bcb4986537",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b01c0938f2f182140a140771f238888f",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0586f22167f32cbcc4b9c3d70bc0b6a",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"b058e3bd5a591636bf48d102424f2055",0,0,26,26,27.5,42,0,58.5,71,0,0,157,38,0,0,0,0,0,0,81,114.5,0,80.5,32.5,0,0,31.5,0
"b0639e56b6417952f9262caf65cac1b2",0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"b071b87e52eae99dafd6af445b3d5809",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0
"b1675e48fbe417fb7487505510ffcd8a",0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1918240ff0a498e4063e5d739183dfe",0,0,9,0,0,11,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,17,0,0,0
"b1b6a3e2591819844fe196e410a1d7fe",0,0,59.5,100,63.5,87.5,62,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1bdfed76eda8f55752c2dd39510a40a",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1c880d4766c591db99a31addbeeaa2f",0,0,126,167,115.5,120,84,0,0,0,134,127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"b1fa4bb0fbda4f064cf5c8f67bbe9201",0,0,21,0,13.5,31,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b3925b90d7d8b8eda8b83c6ae01d0b21",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b44d953b99fc8e44d7b46b8e98a869ed",0,0,49,94,177.5,148.5,306.5,360,371.5,0,350,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b48909d9ab3fab28dcfc78cea4196b95",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"b4b2d3ce03144d82af7b97147d241766",0,0,12,10,8,0,50,0,0,0,14,0,72,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
"b5b3c4f343c91a4058da81783dfc3d88",0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b60f132e3feb26815d20eb36188fc948",0,0,30,57,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"b6712b0f2c53fd26c0db7ca322ba33bf",0,0,8,0,27.5,0,63.5,0,0,0,59.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b67f7e01065bfd71cfab967b4d0fb4d3",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b6acfc8d8ca44ae3c515bfe3483a628b",0,0,27,0,13.5,22,36,17.5,0,0,19.5,57.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b70ef5f7d19341830f0af4dd2c14c637",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b719b8c4dc6b74cc692782e0270251be",0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7ac19f7d67ebc4817d603a23c16bba2",0,0,37,4,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7c83d0555ae081c6e7a842903382137",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"b7d6272ce7a16d83097870af34c8758e",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,3,0,0,0,0,0,0,0
"b84d0c156394f6b78615b16199c2b3cd",0,0,11,24,16,39,27,28,21.5,18,0,71,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"b85d58219dbd5e583faf877bdc2dbe31",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b8ef6677e966321f10473c2937003503",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b93780f2a966b1abb723251ca935042c",0,0,4,4,0,0,0,4.5,3.5,0,0,0,0,0,0,8.5,0,12,0,0,0,0,0,0,0,0,0,0
"b9397ca7c15fe0cfaae3cdee1e5d6cca",0,0,10,0,0,5,0,0,0,0,0,24.5,14.5,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0
"ba75cc72e111ff0a4f8250f3d767c29d",0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba89637b8c8c2ea8e1649a2727600e1a",0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"baf208b06fb5f74db465e6d527b1844e",0,0,76.5,187.5,125,161.5,126,186,124.5,79,139.5,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5
"bb1d1dcd2aeab5c30e4bfe7afd6d9808",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bb3fedf744810c8e8ae0143b7be7e3aa",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc4911daa693e057b47813c4bbcf1e30",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc840f2bdf068b795584a5cec88f149e",0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be35ab2165aaf2e16cd2693bf0892016",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be44e005e3c29991fd37a2b862ef8706",0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be46ae31a58b051ecaf39562a995c0fc",0,0,27,22,27,31,28,10,17.5,0,35.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be8d55270d9a46122ef953f5f70511d6",0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
"beb80782511f563d282863675357d306",0,0,3,0,0,26,20.5,0,7.5,0,34,38,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"bfa08abe618e6c6b3d20b3125cec7a6a",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bfba2f70d320d1bda22ffc5455e4a2be",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c00de780fe62aa86181ee0291bfe8e0d",0,0,4,23,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c022bb38005232325c41d02242ea4624",0,0,7,0,0,0,0,0,0,0,0,9,0,5,0,4,0,6,0,0,0,0,0,0,0,0,0,0
"c047002b6a53facbe7cdc86667a9dcf7",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c0c97aa6f9b733e1aa6b36af0f84870d",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
"c13cae15fbf1c923d846b2214a74e09b",0,0,4,2,7,11,0,0,0,0,0,28,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"c172e8367d9420403d17a0e9be8917b8",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c22a8729ccf823300489a655f9e1a1df",0,0,7,0,0,0,0,10,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c22d6f32d32c316cb5a82b3092ab280f",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c22de5a7b214ad0ccb102c8d5b723e15",0,0,10,31,0,12.5,0,0,0,0,0,16,0,9,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0
"c2efa8c2f7ab5e5a2546cf27c478a749",0,0,8,0,0,9,3,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0
"c2f08f74e79a2c63649bc9a18548b16e",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c335de3cacafa884f2422771f80dc2f7",0,0,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c379a418963a0f73ddee4ab71090c8d1",0,0,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
"c37c78cac591a246a8e9510163b0f851",0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c41ef70c39544ae2be6283b34a6c7705",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c55343f8d337a63205529e128ecac780",0,0,74,45,0,25,15.5,27,0,0,12,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5
"c5b17ee4db6eb766590bd7704010880a",0,0,78,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.5
"c5daa9924765485a2d094a8539c2d436",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5e92dec3887a1df1b74ad12e8953bca",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6009068431b345774e66096025e8798",0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6483a4f2613c7326cc4c9a3cddb57e6",0,0,74,0,0,0,0,0,91.5,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c66c3fdd74c7a9e18b7f2e3027c72d02",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6fdd318d4ff6224ef4e79e17f1d26c7",0,0,17,22,11.5,8,0,0,0,14,0,112,32,0,3,238,0,36,0,0,0,0,0,0,0,0,0,0
"c70cb0dee57b70dec4cc51a38f20acb4",0,0,32,74,0,0,0,0,39.5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5
"c769b0fd318d19b28407ba157b49d5c5",0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7c1d75191bf16bb6206b32208c2f544",0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8062875a2773e1724f1f27269873168",0,0,28,49.5,81.5,69.5,107,171,223.5,0,86,418.5,550.5,521.5,373,410,130,682.5,215,232.5,180.5,202.5,123.5,0,404.5,0,0,0
"c9ea755b747622482a59afe45beab0a3",0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca6bcd51b27b38d63c27d84ca80dc2f2",0,0,5,26,0,11,77,0,0,0,46.5,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"cac4289ae44532397a9989ce789be941",0,0,99,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cb6cb2fc7921b3cd1d8b3d701763368f",0,0,13,4,15,15.5,4.5,49.5,27.5,0,15.5,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc10393a8760d3c7df239d7828532b47",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc22ce3476280043cd2e73f0f89b1672",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ccb77b639a2ec253770c1eb5ff75b859",0,0,92,58,112.5,113,86.5,66.5,0,0,92.5,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cccb335d1f785f992f29a50f1c121b0c",0,0,10,6,4,0,0,0,0,0,0,4,16,11,0,6,0,15.5,0,0,0,0,0,0,0,0,0,0
"ce0cca9ca9dd3a9165bcbee04b013c6a",0,0,9,0,0,0,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce55229b918d1e3b81c9123fbb630d7d",0,0,6,9,10,4,0,0,21,15,0,107.5,27,0,4,0,15,9.5,0,0,9.5,0,0,0,0,0,0,0
"ce6138063fab37c12c85a6616ebc3b5c",0,0,14.5,16,26.5,13.5,30,0,0,0,21.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf4f7274c6baab5edb1f75610f428a46",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"cfa7178b6642df924f1fdd13c8bfe84c",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0e6621b02c8bda0604b922a8c803eb5",0,0,16,8.5,0,8.5,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d12a9f3b67bb7607614d0d9ae267c1d9",0,0,73,78,81,91.5,124.5,136,111,0,149.5,214.5,164.5,130.5,106.5,139.5,0,257,80,142,115.5,0,92,0,61,0,0,0
"d188be36a183d3541c5b876de07e7b84",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d1cf92b809b39609f1900399f311c4fe",0,0,13.5,0,0,27,18,0,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d26870cd3a9975f895e50ed20579839c",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2b5b5e8af4e27274a38e6f65fc2d8b0",0,0,6,0,16,7.5,17.5,11,0,0,15.5,39,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0
"d4167c82cec5b3133ac43472f71a4b90",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d44455303c4dbb93284178a3834fac18",0,0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d493ff52f2100c54e2f65cea5bd64df1",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d4a7bc82006c0d26f68012387780df8d",0,0,19.5,21.5,26.5,10,15.5,166,175,28.5,8.5,172.5,456.5,241.5,266,662.5,125.5,502.5,359.5,0,0,106.5,0,0,342,42.5,0,76.5
