"ASV_hash","Station_11","Station_117","Station_125","Station_135","Station_145","Station_162","Station_193","Station_199","Station_32","Station_45","Station_91"
"3113fca6e20644fd854a409b77f6f667",7379,0,0,0,0,0,0,0,2272,585,0
"320fe5f2e43dfb066c2179392d3074f7",18,0,0,0,0,0,0,0,0,0,0
"32a796332031c3e54e8e7c3538cd9537",2,0,0,0,0,0,0,0,0,0,0
"32f4b06a73ac4b1721812268c43377ae",13,0,0,0,0,0,0,0,44,20,0
"333b52631536d46e7daefd398ae17a04",9,0,0,0,0,0,0,0,0,42,0
"336802777d5cd242c23431b4dd1011ff",9,0,0,0,0,0,0,0,87,37,0
"35e7e8d84b61c615185e34ce15a7794a",32,0,0,0,0,0,0,0,0,0,0
"3b7aaf2a4be14a87b97acf1c12b7d88a",6,0,0,0,0,0,0,0,134,266,0
"3eff4909c4eabde6392a143ea62b2069",90,0,0,0,0,0,0,0,25,0,0
"3fed66fe7bcf11719fa58b04ace41ee0",53,0,0,0,0,0,0,0,0,0,0
"401a67858704d406087efd35334e84e1",107,4575,3260,4287,6535,6040,14194,5655,1218,5424,2492
"40809d32706b7812232c95032bd8433d",8,0,0,0,0,0,0,0,0,0,0
"418e849846eded9e06828a227cf5bfbf",43,0,0,0,0,0,0,0,0,0,0
"41a323a7e4df6f5d9072a54f6f9ee8b7",12259,0,0,0,0,0,0,0,1838,28,0
"4207b89526530972c49169b7dc2358bd",4718,0,0,0,0,0,0,0,33,0,0
"424577173a168efa14d1ee813c8ca1d1",16,0,0,0,0,0,0,0,0,0,0
"4578617922c673ec1b5f145ba1bfb704",22,0,0,0,0,0,0,0,36,53,0
"45cc5a7e86599d65725931d907785fb6",11,0,0,0,0,0,0,0,0,0,0
"47342ea60c02a7391475861f024e7e2a",3,0,0,0,0,0,0,0,0,0,0
"485858b450771adee2242a36eced45f9",54,0,0,0,0,0,0,0,0,0,0
"4889fae3e64f1843a51fe48801148880",3,0,0,0,0,0,0,0,0,0,0
"49cc3f1b842a04c4fc62ab018166c9aa",1046,0,0,0,0,0,0,0,0,169,29
"4bf0922f1b71f1fbfe243272e71eab0e",3,0,0,0,0,0,0,0,0,0,0
"4c17f19cc0ae88521868c67d9a96f4b6",41,0,0,0,0,0,0,0,0,0,0
"4c18ca864a91b76a99fe984b189843f4",14,0,0,0,0,0,0,0,0,0,0
"4ced447e82e6932b54284844a06eff17",58,0,0,0,0,0,0,0,155,63,0
"4f63e0b7dbce5cd4de7b8f90844e5ac6",65,0,0,0,0,0,0,0,1179,4219,0
"50a0c3221c68046dfc96e032aff1ccd8",110,0,0,0,0,0,0,0,333,505,0
"50b16e448ed92e601163a7a6dfd74660",6,0,0,0,0,0,0,0,0,0,0
"50ce9bcaacbf0620d603469e880a2f87",10,0,0,0,0,0,0,0,0,0,0
"50f08000865fe154f46663577357286b",43,0,0,0,0,0,0,0,112,56,0
"51ab3dcdcf1b7e2d6652d1781c9b89bb",11,0,0,0,0,0,0,0,0,0,0
"53578ed56ee25b15ce5a39c3cbd67363",1580,0,0,0,0,0,0,0,0,0,0
"54bb4e08a291f7e0ec0970935651d600",3,0,0,0,0,0,0,0,0,0,0
"54d44f83430f4a9f22dd65b1fd22b972",92,0,0,0,0,0,0,0,62,0,0
"57841fda3bfd90c4c4bb1a827337e893",22,0,0,0,0,0,0,0,0,0,0
"58171d9539defa719b1169e07a3d3177",84,0,0,0,0,0,0,0,72,0,0
"59379ca8767e15dd256b206dc784ef9e",840,0,0,0,0,0,0,0,0,0,0
"59b717c9fb5b095864ffda6f0c8ec732",8,0,0,0,0,0,0,0,0,0,0
"5a94578dd1d7cdd039a52f1c7079f874",973,0,0,0,0,0,0,0,1359,1035,0
"5ab8eca62d74b248fb9a9e92ee1ee199",15,0,0,0,0,0,0,0,17,53,0
"5b90f5ad96fee60584ae482aa005d594",20,0,0,0,0,0,0,0,977,1457,0
"5c0faf1a5b7f0897aece8bad53d572e0",259,0,0,0,0,0,0,0,23,0,0
"5cb1250cec910e6819b838249878d53a",17,1919,1122,1374,1532,1417,729,801,13,50,1481
"5cbedd642a51c1fba49346baae148ece",1619,0,0,0,0,0,0,0,988,439,73
"5d5b268f8b588cc5039723592a7f9743",7,0,0,0,0,0,0,0,0,0,0
"5dedb073df9404a55e6b4551f3c27c9f",4,0,0,0,0,0,0,0,0,0,0
"5e30f4d80e0b3fc01f58df2c897ff79e",304,0,0,0,0,0,0,0,0,0,0
"6040973efd6bdbafb0247c763f4e1ec5",37,0,0,0,0,0,0,0,0,0,0
"614adf82ea1bed2d4dc873ff8bf0c43c",258,0,0,0,0,0,0,0,0,0,0
"62148da58b472430fbfe95ef493b17e9",100,0,0,0,0,0,0,0,0,0,0
"62acddb866117b01888278296f977597",7,0,0,0,0,0,0,0,0,0,0
"630cc3c653af06092de93e0fe756e982",18,0,0,0,0,0,0,0,0,0,0
"6388564e4b25815b40d34be01eb2c574",572,0,0,0,0,0,0,0,3790,222,0
"64736565e900d6f08c2706ac78bfaab9",53,0,0,0,0,0,0,0,5,0,0
"659ed5c028a49ac18495504f2073e0bb",109,118,107,36,12,36,64,46,360,378,32
"670731c7c2de6036c0d1bfb3315fc8ad",15,0,0,0,0,0,0,0,0,0,0
"67c219dd54817c53f58880534a725dee",21,0,0,0,0,6,0,0,8,0,12
"683ebf0892f65c24ec7f04eadd9cf851",3,0,0,14,0,0,0,0,0,0,0
"688550e839137d4b55c6e4e7a98c82dc",245,0,0,0,0,0,0,0,1334,1619,0
"6899e825ea3e58cab5e9c2218ff01abf",3,0,0,0,0,0,0,0,0,0,0
"69111f24e487792a280f9bebc77124be",318,0,0,0,0,0,0,0,672,1177,0
"6a239b8ea4c5ff87c0edf494b6072c0a",11,0,0,0,0,0,0,0,0,0,0
"6b5ea49d14a8c1814f2fa71372cd3df1",285,0,0,0,0,0,0,0,0,0,0
"6b9dd64d080d53d989a8407d9806429e",3951,0,0,0,0,0,0,0,1000,4176,0
"6c76f21f2047fb584582c7ec3db382bf",50,0,0,0,0,0,0,0,204,114,0
"6cdcdd96007ef72e2030b91a543cdd5f",43,0,0,0,0,0,0,0,0,0,0
"6d7ff7174dd9452ae154925540e10648",23,0,0,0,0,0,0,0,397,1077,0
"6da24a5a247d1c09191c595a11a9b4f4",8,0,0,0,0,0,0,0,0,0,0
"6ebde199ca27807d9a2d5066b88e76a4",3,0,0,0,0,0,0,0,0,0,0
"71a33c961f2ca92f6ce97184fcb81f01",185,0,0,0,0,0,0,0,31,0,0
"720cc79ac9194c62715a67caa6359005",9,0,0,0,0,0,0,0,0,0,0
"73f8a623e03cf77382b49a235dfd29c5",61,0,0,0,0,0,0,0,0,0,0
"7591b57c261db0878afd1dbad056c635",111,0,0,0,0,0,0,0,26,0,0
"75e9e0e0b59fbf57aadbd80a3b56fb41",16,0,0,0,0,0,0,0,0,0,0
"77ad962abeadf0133594754f4c7ce61a",10,0,0,5,0,0,0,0,0,0,0
"77ba7c8c4951a3c3f3d33241a577fefb",11974,0,0,0,0,0,0,0,2577,1902,0
"780ff3eb9c5879bcd3e78a8c88a981c9",2,0,0,0,0,0,0,0,0,0,0
"78d3603044030469f2795bd572317a4b",16,0,0,0,0,0,0,0,0,0,0
"7a7ac40b08f9a40f905485296442337e",10,0,0,0,0,0,0,0,642,2512,0
"7aab3522ee8ab71bb3bb936398cbf224",37,0,0,0,0,0,0,0,0,0,0
"7c2e68a04dcdd44eb32811130a3a92b2",65,0,0,0,0,0,0,0,0,0,0
"7e13bc82e66c075751250aff2c64f7a0",188,0,0,0,0,0,0,0,0,0,0
"7e4e98cc9816c773ab8db5ad5a058f1f",98,0,0,0,0,0,0,0,419,0,0
"7fcf2600cefa13ffaddf739c45aeb326",14,0,0,0,0,0,0,0,0,0,0
"7ff30d90bb5fb992f3c68ad1f89d5434",31,0,0,0,0,0,0,0,34,0,0
"801391490415b961b137c615281017c2",12,0,0,0,0,0,0,0,40,23,0
"8067b7d1f406375f823ec8c1f2358718",1,0,0,0,0,0,0,0,10,20,0
"82ef34dd1d276e3405c8d6147d51a8a7",273,0,0,0,0,0,0,0,85,0,0
"83e5c4b4b93161d1f9cb331244601cf5",9,0,0,0,0,0,0,0,0,0,0
"8598a3bc1587d58fea7f98237cda57de",57,0,0,0,0,0,0,0,0,0,0
"85a79ad78452f318a9fb10fb72e595c7",1327,0,0,0,0,0,0,0,1792,286,0
"85a9a69d9594a7de31f022a2c0bf088b",46,0,0,0,0,0,0,0,0,0,0
"85eccf313ce8dc9a29544afcb8bd1119",13,0,0,0,0,0,0,0,0,0,0
"877e62dce22b30b93a8bc592967eeb8a",8,0,0,0,0,0,0,0,0,0,0
"88c79a46000daeae2575549a85531deb",17,0,0,0,0,0,0,0,19,0,0
"898d6ab0223f9b1d3fe06d196883eeea",40,0,0,0,0,0,0,0,520,0,0
"8bfd8f1788f019e38fa9bff22e29465f",1,0,0,0,0,0,0,0,2,1,0
"8c21844441c36ccd50e40d83874ef72e",5,0,0,0,0,0,0,0,0,0,0
"8c4df8050878da68ad9af445180c03a7",9,0,0,0,0,0,0,0,193,9,0
"8c7146307628fdf05429ceed76135848",11999,0,9,0,0,0,0,0,1812,779,0
"8e992120bba91d36564646bee3bc0534",2,0,0,0,0,0,0,0,0,0,0
"8f74e4cc2d6d6dc1df50371bff74264f",59,201,173,231,300,411,908,221,347,399,32
"904f83baf594d8980f90555ce5e6606a",44,0,0,0,0,0,0,0,0,0,0
"913675cd2af0678f849ca19e1dca4a29",5,0,0,0,0,0,0,0,0,0,0
"918caa2200ec9a33fbddfddbc528d540",88,0,0,0,0,0,0,0,0,0,0
"9282906f04f506ce21be7b387c36ac16",43,0,0,0,0,0,0,0,0,0,0
"928985f7c70a2e436120b580439aeb9b",12,0,0,0,0,0,0,0,323,0,0
"92f7e571119dc5a12c66c33614098b6a",6,0,0,0,0,0,0,0,18,0,0
"947eca43db88bfe1e67c4fb06e4d15a4",5,0,0,0,0,0,0,0,9,58,0
"94b95778661c80deff6669067b14b69f",15,0,0,0,0,0,0,0,723,404,0
"955f08be215acf9ea5813b048fde6e43",45,0,0,0,0,0,0,0,0,0,0
"9623d223914239b5993c5c9a3565fe9d",59,0,0,0,0,0,0,0,0,0,0
"96eab012a3ba954fdb3ae30c191055c4",19,0,0,0,0,0,0,0,0,0,0
"981977d889d5652a3c92454ebbae0612",18,0,0,0,0,0,0,0,0,0,0
"98ff7212b23c6c6a5b02975cfc5902d3",13,0,0,0,0,0,0,0,0,0,0
"998ad894db0f0703e5a34f23deca06ab",35,0,0,0,0,0,0,0,0,0,0
"99d6525b9d449a0a5a065832f3dd3bc1",29,0,0,0,0,0,0,0,72,31,0
"99e7a4c0213e85c8d4ff3b6514a3d15e",122,0,0,0,0,0,0,0,0,63,6
"9aa8a7cdd6a1cabda66407a20fe04271",47,0,0,0,0,0,0,0,0,0,0
"9baf1e9ed0f58b232614c467d98e03d4",3,0,0,0,0,0,0,0,24,0,0
"9d750ddfa877e2eccb67b6f07c5a3942",168,0,0,0,0,0,0,0,0,0,0
"9ebfa2b2ece26d471c1f184a8e778c62",92,0,0,0,0,0,0,0,43,0,0
"9ee541144284d5a7d61b2ea432064011",102,0,0,0,0,0,0,0,892,0,0
"a0aa9e5eee4de67881100425ea2ee53d",5,0,0,0,0,0,0,0,0,0,0
"a0f85574ee94d3235735fa185ad6f63b",1353,0,0,0,0,0,0,0,0,0,0
"a19b38112f0e9dcc699b291d5f72ac5d",23,0,0,0,0,0,0,0,46,15,0
"a2839978c0e34ffe62f75a8ebec359e6",19,0,0,0,0,0,0,0,0,0,0
"a3f36d584d96758f94587f35233e14f1",4,0,0,0,0,0,0,0,674,322,0
"a45774ca9381d353b2028635d8543483",2,0,0,0,0,0,0,0,0,0,0
"a53e0af7fb2eec4c236da18386fa04e4",102,0,0,0,0,0,0,0,0,0,0
"a58b7c391aa57a3ef881268f88457d70",20,0,0,0,0,0,0,0,341,1751,0
"a5bf765afe70f2ef659e4473badf71a0",144,0,0,0,0,0,0,0,466,656,0
"a5e03562055c723638ed45134bed4ec9",2,0,0,0,0,0,0,0,0,0,0
"a7325d69389deb51ded1f0ec84e0321b",20,0,0,0,0,0,0,0,0,0,0
"a81536756ee785331b16193a4598399f",39,0,0,0,0,0,0,0,81,8,0
"a8cfbdafb4547b8bcf33fc38d06fbe7b",509,0,0,0,0,0,0,0,94,97,0
"aa71e55494c3d8007b3e27cd2277765c",4,0,0,0,0,0,0,0,0,0,0
"aa7ca5c8bb9856bf303c966dead80edc",41,0,0,0,0,0,0,0,1354,3473,0
"ab0272bad7a89662e757d0532746583e",310,0,0,0,0,0,0,0,19,0,0
"abfb3bfb3d87c64947fa6bcdf17006de",8,0,0,0,0,0,0,0,0,0,0
"ac39a0f4082a417dd6642935aa8fee35",4,0,0,0,0,0,0,0,0,0,0
"ac9f56eb5dbfc3dc6b168fc73fc6c34c",402,0,0,0,0,0,0,0,1469,2309,151
"ad7c62b7c5b12d2c8b09ba9c35aea4ac",5069,0,0,0,0,0,0,0,27,0,0
"af4ec853b8f3af897984b19fd4b71d91",5967,0,0,0,0,0,0,0,2568,1438,0
"afd811ad5ad8980078541d41f7a4ad6f",1008,0,0,0,0,0,0,0,0,0,0
"b06e91dcedb7f0dad170843d6198c1ca",26,0,0,0,0,0,0,0,0,0,0
"b0ed820cecb6623d3e92c1ec4fcb7d23",35,0,0,0,0,0,0,0,0,0,0
"b23b6481c2c7fe5b443847a4e8a25367",91,0,0,0,0,0,0,0,638,0,0
"b329e09e7067a46d867cfd184f205737",2903,0,0,0,0,0,0,0,0,0,0
"b38479a85cadcc1e263d20334ca2ab3a",9,0,0,0,0,0,0,0,0,0,0
"b446bed554958d06672c778e0c27fc08",189,0,0,0,0,0,0,0,0,0,0
"b5bcecda929fa11c30ef1b6f9f905539",594,0,0,0,0,0,0,0,334,0,0
"b66d5c67cfbb28a0253ecaed8a2c8fed",9,0,0,0,0,0,0,0,29,3,0
"b74be65d9c694a59eaf8ebdf57a094ff",88,0,0,0,0,0,0,0,0,0,0
"b85a5022ebff16a18b5a13edb232eb80",8,0,28,39,9,35,263,0,248,224,0
"b8bb9acc65aeb1dc365e4dbb6ce4dca1",155,0,0,0,0,0,0,0,0,16,0
"b8f3b83dcde2248285c759fffa652e95",364,0,0,0,0,0,0,0,85,0,0
"b9870f960c11a3c708cd2d22af40e20a",4,50,0,36,0,0,0,68,26,0,47
"b9f32166331c95006dcc8caa2e5048de",8,0,0,0,11,0,0,0,87,349,0
"bad7f02a49b19e980578a0b46228c16c",1,0,0,0,0,0,0,0,0,0,0
"bb32740c137a3350f15c52f7d9125a96",72,0,0,0,0,0,0,0,0,0,0
"bb48a2f6f5a5312c262bd050e3ff20a7",25,0,0,0,0,0,0,0,217,0,0
"bb5d4cb5db6f6ad9020fabf466f20daf",74,0,0,0,0,0,0,0,144,0,0
"bc17a0ff7c5bf868ae3972b8d468d97c",794,0,0,0,0,0,0,0,0,131,0
"bc3feec3617fc35b268e91a29142f8c9",1155,0,0,0,0,0,0,0,3710,10736,0
"bc6af921b11bdf267f3a0926a0a9b69c",88,0,0,0,0,0,0,0,0,0,0
"bcdb61c897d859cb4a79a74f2bb09683",68,0,0,0,0,0,0,0,280,658,0
"bd4d499f58c0f94d8378954c1b97c427",3,0,0,0,0,0,0,0,0,0,0
"bd7e5a46bbc6ccd2706de058f1658784",1,0,0,0,0,0,0,0,0,0,0
"bd87773e2d1b467cdfdc1be53490585f",101,0,0,0,0,0,0,0,0,0,0
"be68cca493bb35ba5660a147adadc369",3,0,0,0,0,0,0,0,8,0,5
"beb394ea8bdebf4c464de90c187f2068",106,0,0,0,0,0,0,0,0,0,0
"bec3111ce1a5ae1a947495eddbd970e0",42,0,0,0,0,0,0,0,77,0,0
"c03234e6e2d8ab7515ca26b31ef7e475",52,0,0,0,0,0,0,0,1970,1680,0
"c1797175f7325ec39a2cd4bd3659691a",653,0,0,0,19,0,0,0,8526,2494,0
"c497da3b39f30aceede6bec3b03cd100",8520,11,28,9,16,18,35,10,34565,49231,65
"c5337bc99b97f06603ece9c307f311eb",332,0,0,0,0,0,0,0,556,0,0
"c58fc13868004744bd77f210d45ea715",166,0,0,0,0,0,0,0,0,0,0
"c61e42c84bc72fc3eae9de19730a79e6",6,0,0,0,0,0,0,0,0,0,0
"c728dc49cfadcb682bcf58c5a67a23c7",11,0,0,0,0,0,0,0,0,0,0
"c7ed77d8a2e6ca4a6dcedd3a40eeda68",15,0,0,0,0,0,0,0,0,7,0
"caaaf53b2d3191727184bf644f1cfbdb",109,0,0,0,0,0,0,0,0,0,0
"cab61ac0e9472fb7ae88b2a54bcb975f",60,0,0,0,0,0,0,0,0,0,0
"cb24052bc1d20abf39ca2f9444250453",1065,0,0,0,0,0,0,0,1978,739,0
"ccc291dd4692d46d6448d53d0d9049a5",283,0,0,0,0,0,0,0,0,0,0
"cce8e085bbaa8ec88ad9fe39b830d86e",120,0,0,0,0,0,0,0,0,0,0
"cd6b87b365d21d4695d2e0e1a4a4014d",5,0,0,0,0,0,0,0,13,0,0
"cdfb629213a66385de9a4507e73145e1",14,0,0,0,0,0,0,0,0,0,0
"ce13fbb3ea319ab797bf282534aa3526",37,0,0,0,0,0,0,0,0,0,0
"cff0dd1eb701f6d400b6914869b140a8",73,0,0,0,0,0,0,0,123,81,0
"d0b5c17f487e0343cd177bd491e25c41",684,0,0,0,0,0,0,0,2963,4454,0
"d0b72397ca12bf5bc3e522c3d2b24693",353,0,0,0,0,0,0,0,0,0,0
"d1d392eeb245b99e0a63934a146afdb6",19,0,0,0,0,0,0,0,0,0,0
"d216e3dad708f1dfef1bd8e51cf6bd25",6,0,0,0,0,0,0,0,0,0,0
"d3f904c89fe4ebb73b13e028a5574924",1907,0,0,0,0,0,0,0,2307,2825,0
"d41f7876b3ff8f392ede3c18f1de50ae",13,0,0,0,0,0,0,0,2,0,0
"d65a656a792eadd06868b6c85584f57d",5,0,0,0,0,0,0,0,0,0,0
"d7c3ad4ecd7d09c33e5e45564c4fcc52",88,0,0,0,0,0,0,0,0,0,0
"d7d904c5fc8b9ab116801b845203d97e",43,0,0,0,0,0,0,0,0,0,0
"d8e681f401373b9bcbd836f95f4b6096",4,0,0,0,0,0,0,0,5,0,0
"d9466ffb6b50d30177b206d0884ba874",902,0,0,0,0,0,0,0,0,31,0
"d9a10a91cf2763dca7051270dfbc11db",193,0,0,0,0,0,0,0,757,2173,0
"d9c54440352bc8d6fe0c49af8c8cbf85",18,0,0,0,0,0,0,0,110,593,0
"da2be205c34c1fa683c0cbf8cfec0146",297,0,0,0,0,0,0,0,127,0,0
"dabbadb369fe8bb653f176eceac9d0a3",25,0,0,0,0,0,0,0,956,1218,0
"dbf46982e86cb8d81647c381739b33b4",45,0,0,0,0,0,0,0,8,0,0
"dc4934801afc2f74a66ec04211bdb944",10,0,0,0,0,0,0,0,0,0,0
"dc7bb9a1b24eb37d57daac63d8a485ce",238,0,0,0,0,0,0,0,2157,2949,0
"dcbe6fb6532984411cfa7ad1462280da",502,0,0,0,0,0,0,0,0,0,0
"dce1c4c4fd288a57a10814ddc762cf58",55,0,0,0,0,0,0,0,416,831,0
"dd6bd4622f124c2498812c5369d4d0e2",9,0,0,0,0,0,0,0,0,0,0
"df7965a708a35c886fb29fdbf4bdd8be",19,0,0,0,0,0,0,0,0,0,0
"e057c8f87608dcb955d71d196931b454",5,0,0,0,0,0,0,0,0,0,0
"e06e09886417edc2c83c205c5e47ff4b",7,0,0,0,0,0,0,0,0,0,0
"e4869f5c193aaa4d6afe7ccbb702569f",19,0,0,0,0,0,0,0,161,226,0
"e498cd67eb6ca04c90e345430346fbee",430,0,0,0,0,0,0,0,0,0,0
"e4b861735d0c95f2175b865c5622d929",48,0,0,0,0,0,0,3,0,0,0
"e662c4255904d5745ec8ed3db822c549",5368,0,0,0,0,0,0,0,245,140,0
"e6a49659f32e904ea54bae9ee6a713b1",39,0,0,0,0,0,0,0,0,0,0
"e6b98b50f0d5992b075ef2d3b6b213cd",31,0,0,0,0,0,0,0,127,19,0
"e701f457772686aa04e84ba583d6be3e",25,0,0,0,0,0,0,0,15,0,0
"e714371e66bda769c60d6a872cc36e9b",268,0,0,0,0,0,0,0,0,0,0
"e72590072bc1865314732e33c17de6c5",14,0,0,0,0,0,0,0,61,32,0
"e7da1335cc9023e506df6af40d7ee069",27,0,0,0,0,0,0,0,46,69,0
"e83666c98a00c69e3cb027043c19ce40",4,0,0,0,0,0,0,0,46,240,0
"e9f376c867c2a1506d5b0996f9839a20",15,59288,51343,58271,55323,36985,34834,27149,0,15,22660
"eac05b5d8f9379b35f7f7e2833ec2f9e",86,0,0,0,0,0,0,0,0,0,0
"eb55ce0599f84366a27b66411ee71343",69,0,0,0,0,0,0,0,0,0,0
"eb89aae3aefd411bada28f7fc7e291f7",4,0,0,0,0,0,0,0,0,0,0
"ec80c38f5e6aff88b96106eea513f03d",177,0,0,0,0,0,0,0,0,0,0
"ef184e3bebff743d5b35ebd541ad75cd",4,0,0,0,0,0,0,0,0,0,0
"f06f49f55109560a4e6fa2e2410d4441",64,0,0,0,0,0,0,0,0,6,0
"f0b9c507918c5470ea69bc06ae88c5f2",124,0,0,0,0,0,0,0,0,0,0
"f0f7efab3ff4bef6bea349bb84bec477",150,0,0,0,0,0,0,0,256,0,0
"f35c0a576bb1ab3577191cb12352c249",46,0,0,0,0,0,0,0,0,54,0
"f40e7fe0ca4ca67d6aca3319226786b3",17,0,0,0,0,0,0,0,0,0,0
"f48acc383f511a1f4492a2cd98f23474",13,0,0,0,0,0,0,0,0,0,0
"f4eb59e52a9a9b604b39835b8274c50f",84,0,0,0,0,0,0,0,0,0,0
"f50269e31e851ffab12a7f79eff98943",250,0,0,0,0,0,0,0,0,0,0
"f524190d6c260e58dab879822bddf3b1",13,0,0,0,0,0,0,0,0,0,0
"f57d13d8c26d689dc48d5d5ed007f68b",42,0,0,0,0,0,0,0,0,0,0
"f584ab1f4a468114a0be8b5e0c76cd6c",1149,10,0,4,0,0,0,0,19,263,38
"f5bfce200f53a4f7eb726a4fd327c534",38,0,0,0,0,0,0,0,130,130,0
