"ASV_hash","Station_1","Station_12","Station_14","Station_2","Station_20","Station_22","Station_24","Station_25","Station_27","Station_3","Station_30","Station_33","Station_35","Station_38","Station_4","Station_9"
"465953a6030e0bfb6de6372f9c9ff09a",0,76,75,0,0,0,0,0,0,0,0,58,0,0,0,123
"4769199839c20dca77de94318a14b518",0,98,152,0,71,71,242,78,136,0,214,224,202,133,0,46
"47d6f001bc39b4769dea3ee9d1112d42",0,37,0,32,0,0,0,0,0,0,23,0,19,13,10,0
"4a2a2ccbeaf05b6244f9d898a142da64",0,13,0,0,0,0,14,0,0,0,12,31,53,16,0,0
"4a659c6ea51f6414ced5486b25c4b593",0,14,0,0,0,6,6,0,4,0,12,0,0,0,0,0
"4bcf4f002a40f810d8bac370727a91d8",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4bdc4eb218f6b2fb250f7129124815d0",0,33,0,0,0,0,45,11,0,0,0,0,0,0,0,0
"4c3a216a819db6dfb1574c67016794ef",0,199,227,0,118,101,207,113,164,0,244,192,136,160,0,0
"4c4222adc3e762f1487da69384867018",0,12,15,0,0,0,0,0,0,0,19,12,15,14,0,0
"4caf448e6b7e45ff48ca777384294e45",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e59174a2bb05715f944d9b97293ac32",0,9,1,1,17,0,0,0,0,0,0,0,0,0,0,0
"4e7e148076484b4160c89dec9e1cf23b",0,30,0,0,36,64,69,79,0,0,0,0,60,104,0,0
"4f0bbaee6c7b805659cced712e2d1d00",0,26,15,0,0,0,22,0,14,0,32,0,2,0,0,0
"4f1cc83195dc629f0e8fe8b6736c2744",0,44,67,0,24,25,38,23,57,0,48,57,51,39,0,17
"50c5edb1b6248afce385d6de5329515c",0,25,0,0,16,0,30,16,0,0,0,30,0,17,0,0
"50ffc80a0543759f2d54174215ac7f94",0,11,0,0,0,0,21,0,0,0,15,34,0,27,0,0
"513fa66c8e927b11ccf60b1205d16665",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"526f1067033a8c202a68efe4323e1677",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527651a1e9b9b735d6063980a8946d43",0,26,0,0,0,0,0,0,0,0,0,22,0,47,0,0
"52d97df581b6fda1aa8bba96d437ff36",0,92,118,0,61,49,79,79,111,0,109,139,231,140,0,16
"53c17fa3a5ac3d02346205a98089ea55",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54f83b4ab535b9b8b3af4e9b57b45d9f",0,41,60,0,0,0,0,0,0,0,40,47,53,33,0,0
"55ac7409e506a1ca99b52738ce35807a",0,21,48,38,0,0,28,34,44,0,75,46,79,59,0,0
"55fb52b72890ceaec6a8bafb83c45a1d",0,69,135,0,0,0,51,0,90,0,0,99,159,0,0,0
"56b1c0005ea10b27fdc4e6786a85a2be",0,57,123,0,33,30,72,30,101,0,47,70,0,56,0,0
"5731ed09c9fc4e3d0e56ddade78d85a5",0,58,71,0,0,0,113,56,65,0,116,95,95,129,1,39
"57ebbecd5634f818c024cecdb7754345",0,126,200,0,75,50,189,85,173,0,152,123,118,174,0,182
"57ee42d39c9802fa0f7cab6d972be1f5",0,1,2,0,0,0,0,0,0,0,17,0,0,6,0,0
"58255dcda1c111be0253da7784428359",0,2,0,0,0,0,1,5,0,0,0,0,4,1,0,0
"587f86b5ce5a152e4a32892441b34be8",0,38,110,0,22,27,44,25,60,0,32,37,34,37,0,33
"58bd74152a863c933a3f340e7fe608c6",0,16,0,24,0,0,31,0,0,0,28,2,0,15,0,0
"5b368ac79a55817d531c36e645757709",0,7,15,0,7,7,24,15,40,27,14,9,9,14,17,219
"5c3035d39d27646cdfcd030ff9c3a48b",0,12,13,0,0,3,0,0,5,0,0,0,27,3,0,0
"5c8a194e45c3a99fcd8d1a3296d8f1e2",0,14,34,0,0,22,36,33,54,0,42,21,40,44,33,38
"5c9013078d9e5a27a40543674a5936f6",0,23,0,0,13,27,11,23,26,0,14,14,14,0,0,0
"5e1255e31486b91f493a66b47794af0e",0,230,237,0,98,60,174,84,146,0,195,177,152,212,0,201
"5ff0c8de3284360ad3c5cfa24af2baad",0,5,8,35,0,0,0,4,0,12,0,0,0,0,0,0
"5ffcbf8c38587acd1599815ff088372d",0,9,16,0,0,0,12,0,7,0,26,0,6,13,0,0
"625acc495ca69b192d6d3a22940ab977",0,9,15,61,0,0,19,0,23,53,27,38,15,32,52,17
"63ceeb4a69b9434f4e217b40b3267476",0,19,20,0,0,0,0,13,8,0,17,0,21,0,0,20
"6639b857c3ac63cf727d66f742542116",0,185,216,0,89,65,171,82,164,0,185,153,164,173,0,159
"6781c1262f6775884cda31ee32702ba7",0,14,32,0,6,0,0,0,14,0,0,0,0,0,0,0
"69b7b4bd2f10a9b90aba6a0f60d2c2bd",0,73,112,0,0,0,0,62,0,0,0,113,94,75,0,37
"69b92f96e682bda6bf46d6cfbd7a4e90",0,6,10,0,0,0,0,0,10,0,7,7,11,20,0,0
"6bb49c2f7f9d618b991d84e8882e9343",0,74,112,0,33,18,81,21,82,0,111,66,135,106,0,69
"6cd32ec9dfc5a1dd09a9cba679898bed",0,15,15,0,0,0,0,0,11,0,0,0,0,0,0,0
"6d1a5858beda1b50d7b20714bd39fd56",0,24,24,15,0,12,38,0,6,16,18,14,22,36,15,31
"6e17eac8b533fa6b0f0277fa98d9838f",0,21,45,0,39,22,0,0,78,0,0,81,0,141,0,0
"736a512b71b7ff92c51cd6bdf2c082fc",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"73748067baf6a8d8dfd693497d93c01f",0,92,113,69,57,39,138,48,92,0,125,83,134,97,34,83
"7573e228456a887581476598ee62abbd",0,97,102,0,35,0,44,56,53,35,52,64,85,64,51,90
"75806b3b6f7236b36a35cd1d98b83f8c",0,36,50,24,12,13,45,24,14,0,64,49,39,37,0,0
"7626ea80191bae84f870357f2e027a52",0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"76f98abaa42b0b19d0524e95bf9447fb",0,5,0,0,0,0,18,0,7,0,0,0,22,12,0,0
"79ade5c5aa224ff2b308017f3eca0eb5",0,50,88,0,88,82,153,81,107,0,121,138,102,103,0,0
"7b731c782416a790f6d0b1b86d46aa5f",0,18,107,0,25,0,58,31,83,89,90,138,87,66,59,157
"7bc12f0cdd9b3229e6978020a6c4ed68",0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"7bf4f3b8851dd87ac80ce00ffb80e492",0,31,77,0,70,101,74,82,96,0,68,0,0,78,0,0
"7ce3b2e2bf6537d9964d3d94ad6c4742",0,14,10,0,0,22,0,19,0,0,23,20,0,0,0,0
"7d9300d67b3b497f952bf1cbe461fb6e",0,19,25,0,11,0,15,10,24,13,31,0,29,17,0,11
"7e1b1aeffe7e6424edb6f1436728c15c",0,302,0,0,0,0,9,0,0,0,0,0,0,0,0,1056
"7e1c66a754a410c3df53949ee198d45f",0,12,37,73,0,0,20,0,18,93,34,27,0,23,36,0
"7f6c326f7f5f2fc2644810a602812035",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f7463b43f54eeca33612b025968e340",0,108,128,19,9,0,10,0,0,3,0,0,0,0,10,29
"7fda097303c92051e93b901f30103dcd",0,367,392,0,415,644,1862,950,1051,0,1260,762,714,1885,34,150
"81bacac464eb34e4e3a83af2b6042f80",0,15,29,0,0,0,0,0,15,0,15,0,30,19,0,0
"81f3198e2f4a995d6063df73d1207066",0,11,19,35,0,0,0,0,0,8,10,0,0,0,7,22
"827de4d2398788b9d4c5a942ff0df8fc",0,258,329,0,115,59,193,124,258,0,187,220,198,267,0,60
"82fe74918cafbaea2c6257be137201e4",0,4,0,0,0,0,12,0,4,0,0,0,0,7,0,0
"83ef632ac05ea9162978b167b94e4d6f",0,2,0,0,0,0,2,0,0,0,1,1,9,4,0,0
"8464d12a80902b6acae02e96859704fd",0,38,51,0,61,66,140,68,110,0,117,125,145,160,0,0
"848cc9417e944619b6cb3d5fe4796a9f",0,22,0,0,48,0,55,0,0,0,49,49,72,50,0,0
"84c20b82a8db9738f729a87d7802af8b",0,9,11,0,0,0,18,0,17,34,11,14,13,17,29,59
"84d4f59b94efd995cf8da60355f0c0cc",0,48,60,0,9,10,22,14,19,0,11,17,31,26,0,0
"8547b6d5a8f36ec5bb90259d68746914",0,26,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"8637e03477dec03c2663d9dc45cae72b",0,5,0,0,5,7,11,0,0,0,0,0,0,0,0,0
"86cd70d2450e3f44f4a7c543f53008ee",0,4200,6526,0,3051,2629,7357,4034,7902,0,6000,5845,8362,7903,61,1853
"883849655867f811414a3aceee1dd65e",0,25,0,0,13,0,0,0,11,0,0,0,0,0,0,0
"884409ec2bfb71874d75cbd18a2ef5a3",0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"89937447da672becc80ac9ff9bc14c26",0,7,21,0,0,0,28,17,22,0,32,22,42,27,0,0
"8a01530ae3c8298e10c36e17696f8870",0,52,57,0,0,0,0,0,50,0,89,75,0,0,0,0
"8a4e2880120f77f8278204558414a14a",0,4,0,0,3,0,0,3,0,0,0,16,9,0,0,0
"8ac628f6dec4466b545bb4795c22908a",0,59,106,0,31,0,0,31,50,0,0,0,0,0,0,140
"8b85adcfb98d7c003819f9b5952a7c93",0,39,0,0,16,0,0,73,0,0,51,66,0,62,0,0
"8c19a642a200a50b8ab086a9dadd645f",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8cdd2f95256c93c7223f6b88ce25a092",0,12,11,0,0,9,0,10,0,0,13,0,9,8,0,0
"8cec0a9290023d9c603b471a8d7187d7",0,54,73,0,0,0,0,0,0,0,0,0,0,0,0,0
"8df388fdeb3f409a8fbdbd4c4026e659",0,27,8,0,17,0,0,7,6,0,0,0,22,6,0,0
"8e2a1f6ae30d60db48b77cf0f548ff61",0,1,1,0,49,0,0,0,3,0,2,1,7,0,0,0
"8f283a15e96684a13ba82a4e5cecbe80",0,92,107,0,19,40,131,31,76,0,101,83,113,131,0,0
"8f3df8edf53c8cd00a604284d5dfc561",0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"8fec86285caf25cff0674e9a27426406",0,15,10,0,0,0,0,0,8,0,0,6,0,0,0,5
"907de8168ac4122705ac5d9a9ff6433d",0,3,0,0,0,0,0,0,0,0,3,9,3,0,0,0
"92133c7b276585883f17b0fbfde10abf",0,28,31,0,17,0,15,0,0,0,31,39,43,24,0,0
"92f8353be6393290dabf865207bfe2e1",0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"9389c13f2e82ddb615371860b2b89760",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93f7d49d27620750d03d49cdf152c61b",0,104,128,0,42,66,96,56,96,0,111,119,115,111,0,36
"94e36cb9423742f3d4d9dad2aa8e88ea",0,29,45,16,0,0,36,25,26,0,57,37,44,93,0,0
"96e96d7b3da8b3f097f6dbce401b62e3",0,51,57,0,39,36,115,55,44,0,89,82,96,111,0,0
"97376cea7b3bb63c60cf11045b8d77b6",0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0
"97c962f665aba58c626afe0d13396c7c",0,10,0,0,0,9,11,0,18,0,18,22,0,20,0,0
"98287bb31796c95163970940b1460a91",0,77,64,0,48,0,0,0,0,0,0,30,0,27,0,0
"98c564b976962ee9ef08e89d2709feae",0,11,17,0,0,0,0,0,18,0,9,0,0,0,0,0
"995fb1846ccb524557467f5f71b1ca73",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99f93e915a4619523ba1ca8403ea71b0",0,30,33,0,18,0,0,0,0,0,39,0,0,40,0,0
"9b5c42fa85b42a07c78b26028d734d38",0,4,0,0,2,0,0,0,0,0,11,17,8,18,0,0
"9c9f0df1a32d9c241f93ff407417d8c7",0,35,0,0,0,0,33,0,0,0,40,0,0,0,0,0
"9ccb05eebfff149998e3f73bbc0aa9dc",0,30,22,0,9,0,0,10,18,26,20,12,12,34,26,15
"9cde6d6fb4976b861a586d99e96fd1a3",0,20,0,0,0,16,20,13,0,0,24,18,22,0,0,0
"9d407e19b9b58cdbb13306c23d7eb075",0,95,88,0,0,0,81,0,86,0,89,127,131,115,0,0
"9e104f002e09a18e13dbf9c6a844e067",0,19,13,0,14,0,10,0,16,0,15,15,13,16,0,10
"9f3dbebd663f672535620f7c57b9750e",0,44,32,0,27,0,0,44,52,0,0,0,24,0,0,42
"9f7325d5b05202184b435722a3e08ad2",0,91,135,0,0,0,0,0,107,0,136,127,137,140,0,0
"9fe8ee1a577549902e19064b96d7c269",0,74,89,0,74,61,145,161,62,0,123,83,87,197,0,52
"a059909ee3b013faf11f906d6d8f9fed",0,11,12,0,0,0,0,0,0,0,0,0,0,6,0,0
"a11f84c575f07eac6bd5545afd6f7e2a",0,37,20,0,0,0,0,0,26,0,0,0,0,0,0,0
"a1ccdb5ddaa8f823e5a025fe9972f5a0",0,84,91,0,45,28,0,0,46,25,74,84,65,50,0,67
"a42c5b6086c2ecb70cdf25d410da4def",0,21,50,24,22,22,85,55,26,0,43,65,33,57,16,0
"a4d191ef4aecdc79f83881c90a1eb398",0,68,54,168,0,0,62,43,62,92,74,60,54,90,102,65
"a5fbd147a9648e33b17e4ea689572a41",0,51,51,0,0,0,58,0,39,0,41,69,66,60,0,0
"a6d6d03a9e3312fce1c90ed3dc4e5951",0,24,34,10,0,0,80,0,0,0,43,51,0,54,0,13
"a75c196c5e0767918486d5cbf35d8621",0,41,95,75,44,31,145,82,149,0,85,88,116,63,0,0
"a7c0f0588211180b5c51f988c06269e5",0,48,64,0,12,18,31,34,35,0,25,69,51,26,0,0
"a7d7b738b37e7a17918ba01867dafba0",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8591c862d9386bf2f6860855625ec89",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a88bc27bfab28ca61e375dce47d8ff4c",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8f7853e740375b746c42dfb79be75df",0,9,17,11,8,0,9,0,6,0,0,0,21,14,0,0
"a9007a2b1af1e653c458d0082e119f2e",0,97,104,0,68,48,141,102,109,0,120,83,42,94,0,0
"a941f89c855deef3ab38875b9972198f",0,26,0,0,0,0,19,0,0,0,0,30,0,30,0,20
"a968507034391fcbe2123e6940f55746",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa6537dbd462149a8d7383c03d45d1d9",0,97,138,67,62,59,185,125,125,20,182,159,151,260,28,30
"ab3564244dacf3baabdab240216c12d4",0,42,53,0,0,0,67,0,72,0,62,68,5,91,0,120
"ab41c2c81922d49f18e5b3b479b915bc",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"abc24320252b0bfadd7b7a1db091f7f9",0,26,58,47,10,12,44,33,46,0,62,39,40,89,34,72
"abd2958adb92efe71e47ff34817cd643",0,4,11,0,31,14,26,40,15,0,25,38,27,33,0,8
"ac654da06ddfaeee40de579a9d169b70",0,14,0,0,0,0,0,18,0,0,37,35,50,42,0,0
"ac9b7d9e24fc27b43a9b90e096bffb9b",0,1,1,19,58,42,0,11,3,0,0,1,2,0,28,0
"ac9f56eb5dbfc3dc6b168fc73fc6c34c",0,17,20,0,0,0,19,0,23,0,31,16,77,14,0,10
"acaff51e97cbd5e1142c275daa1857b9",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad0bf0df9cff816bea026aff9eabedaa",0,19,18,0,13,17,4,0,5,0,6,13,5,1,0,0
"ad588fca66cc19f08f5c4cefc4055b63",0,9,19,15,6,0,22,9,28,0,14,0,0,16,14,4
"add0f1cfa7d8d68b35dec3a4317f2685",0,41,118,0,28,68,132,0,133,0,93,99,189,110,0,117
"ae0e051e4caa5c5600f64778b9e0678d",0,3,13,0,7,22,11,0,7,0,6,0,10,8,0,0
"ae170045c7b0e87d2a4b8b908ad02a03",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ae4811a1654d46327969de0766d3f9c2",0,61,35,0,40,35,111,56,58,0,98,68,64,89,0,0
"b0537c756a62d4ae3148a7fa3a55719d",0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"b26b496faf4b1a4dcb6ee84247c068ab",0,12,8,0,0,4,0,0,7,0,7,9,0,0,0,0
"b53542a1f6afa6be508e2528f3811134",0,40,66,0,0,27,0,0,93,0,58,0,114,53,0,0
"b53594c17093cd4c62109028ee7e078a",0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"b54d0048e86e91d45b7881b144df72f8",0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0
"b59b05df20f1c7e1eea316b50ff4bb6b",0,21,51,205,17,17,31,18,16,82,15,4,19,49,161,90
"b77323b045dbc8aac307d0a997a00916",0,30,45,0,30,26,21,40,34,0,7,8,1,39,21,41
"b84d0c156394f6b78615b16199c2b3cd",0,31,0,0,0,15,0,0,37,0,0,0,20,0,0,0
"b8aa778774b4ac1a9b44a58c605c9796",0,8,0,12,0,0,7,0,0,0,0,0,0,0,0,0
"b96d96aa1f7610b73711d99d6c2af736",0,52,52,0,0,0,62,0,72,0,41,67,116,84,0,0
"b9762be1026ab3a87059dafedd94e0c5",0,23,78,0,70,43,66,57,117,0,127,97,99,0,0,0
"b9870f960c11a3c708cd2d22af40e20a",0,18,0,37,4,0,0,5,6,14,14,0,5,0,0,0
"bb032ac26ae0eb88aaca774064aea9aa",0,31,55,0,26,19,44,32,49,0,48,59,0,27,0,59
"bb23bb0e70bdbbb5ad55be287fb759e9",0,9,0,0,0,15,40,23,26,0,23,19,0,46,0,0
"bc96a722f42f1e0d44edaa5ddbfff6f7",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bd5037ef9a74b74e15194fc07aad17de",0,122,170,134,72,0,262,147,138,0,207,209,136,268,0,98
"beb8cb17f8152e488b6bc95bfcdb484f",0,54,67,0,24,21,0,37,81,32,51,67,63,28,15,117
"bee6c86cad127a83dbdbfd9992ffb23f",0,13,44,0,15,0,23,39,30,0,40,56,49,32,0,0
"bf3a17d2d00665455cc6260c1cdf0dce",0,18,21,0,0,0,0,0,0,0,0,0,0,15,0,36
"c01079a98fb5151dbdb1ea5713e5cd24",0,17,30,0,0,0,0,0,0,0,0,23,10,0,0,0
"c19143b82631580efe195324a6d69a6c",0,170,228,0,0,62,155,0,159,0,221,191,183,144,0,127
"c39a357aef7ab0db497854430cf031e9",0,40,52,0,30,22,71,52,51,0,55,70,58,94,0,0
"c3a8b1e1d82387859f35f75dda9332b3",0,38,60,0,46,0,53,0,60,0,0,0,0,0,0,0
"c3bb03bfe6f2552c360dc54ec25b9fe2",0,22,26,0,0,0,32,0,49,0,24,28,25,33,0,0
"c54b69fa1e76bfc6ed5e3a4555208a7a",0,10,0,1,0,0,6,0,0,0,0,0,0,0,0,0
"c55343f8d337a63205529e128ecac780",0,24,25,0,23,0,37,12,32,0,48,46,14,36,0,32
"c5e37ef41dfab8fe98ae5ff5bf7b0165",0,16,33,0,17,10,36,33,37,0,26,31,29,30,9,9
"c653ffedb470781831c3ea70ed6da620",0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6faf4486b3000c35507a3cc861ac918",0,13,32,0,0,0,25,0,17,0,0,0,13,0,0,0
"c7ad5ed45a0e4cb6a0c76d1fde9e7830",0,66,82,109,0,0,77,0,66,0,67,76,82,130,0,136
"c7b33fb811a41c85ab7b628afb7fce49",0,186,262,0,142,119,396,212,309,0,307,320,470,322,0,0
"c7d189b3a5bd7d1e6e0eea03addea317",0,133,168,0,42,0,78,97,82,0,76,74,87,143,0,58
"c8ae30694628d88926c743be0dfb0943",0,64,81,0,37,0,0,0,57,0,54,0,56,33,0,43
"ca4242cf4eaf1dea32e84430ba956da5",0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca826977fd4ff01f3fabe19a878e2552",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cb6cb2fc7921b3cd1d8b3d701763368f",0,26,39,0,31,27,0,0,20,0,22,15,29,43,0,0
"cd25ba67eb4377b511c5afffeb9cc91e",0,1,0,0,0,0,2,4,0,0,0,5,9,0,0,0
"cd54d6dc87bcf754290a7372a8557bf8",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cea9721cfe03d8d66ed0dfba012c0959",0,19,25,0,24,0,37,17,0,0,0,0,0,0,0,0
"cfc527a99e1c21350a5ebef011e06412",0,45,78,0,0,0,120,57,70,0,64,0,99,108,0,42
"d0909cf1cf5a7fd7ea2a23e6eaf1b2c7",0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"d0ec7f2a454ed03efee8ed04dd78614b",0,177,168,0,94,0,237,123,162,0,190,207,232,270,0,160
"d1cf92b809b39609f1900399f311c4fe",0,13,10,0,0,0,0,0,6,0,0,0,0,11,4,4
"d23da9284368e5feda3ea5a3b6ba0949",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2b3d97a942475cce22dce4daedfc4d7",0,51,84,0,0,0,0,0,0,0,0,31,0,0,0,0
"d5dfa7b6be369d3973b44262d8dc034b",0,46,52,0,0,23,61,36,53,0,50,73,104,0,0,0
"d5f63c91c96a9df8df7caeb8ee348494",0,4,23,0,10,0,0,15,39,0,23,6,0,5,0,0
"d724085e83abc16b54b2372752e6f235",0,12,0,31,0,0,0,0,0,0,0,0,0,0,26,0
"d782c14064048e32bac292d4bfa9516d",0,159,289,12,77,66,223,77,246,25,267,293,496,444,31,168
"d8a85737429d1e36e5f90957de90847d",0,40,64,0,0,0,0,0,64,0,68,0,0,143,0,0
"d8fe12273a02c8ce51099ba2625d0502",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d915cf0f7501d2a669f7aab073dc6ae4",0,52,102,0,0,0,0,0,0,0,0,0,0,50,0,83
"d92a0884bfe4269af1f67b778b5f1c9d",0,77,142,0,35,31,83,28,64,0,89,59,101,110,0,77
"da4fe4e2e28d45172c10148bd360f652",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"db4aa6e93d23dcfb49c1b1fd32d131d6",0,9,17,16,0,7,7,3,0,0,0,0,0,14,0,0
"db7a43da30a57c05f4551f7c1f992cc6",0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"dbb2c5a2c3cb7e28d76bac6b56fbd595",0,46,44,0,0,0,0,0,0,0,0,32,8,0,0,0
"dbf93a0585dca46f3971117da832b16c",0,21,37,0,37,0,40,11,47,0,20,19,55,41,0,39
"dc462e1485c3f21a683d1c96a09d4456",0,42,53,0,0,12,32,0,18,0,39,44,36,0,0,0
"dc64d303bd6295af00175c36ae31f17a",0,19,20,0,0,0,0,0,0,0,0,15,12,0,0,0
"dceaa88905fe7b27b9c4f6f459449eae",0,5,0,0,0,8,0,0,4,0,0,0,0,0,0,0
"dd9b0e4c959b35cba1a9f82ae39e797e",0,26,37,0,0,0,0,0,51,0,0,0,0,0,0,0
"dddf8233b2dda899775e10a1802c73cb",0,5,13,0,0,8,0,0,0,0,5,0,0,0,0,0
"ddeb7a85942593ec57e0cd5f3e06701e",0,45,53,0,0,0,53,44,39,0,63,0,51,66,0,39
"df9bfa04a3facd2a3835dcb71ead061f",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df9c9b4f53d23d322d782eccd8eb17ac",0,37,33,0,0,0,36,0,32,0,67,62,43,46,0,0
"dfe700a3b6e2ef3224ef5c31eb5cbca4",0,58,146,0,37,38,121,67,115,0,74,74,97,170,0,56
"e0e74ed78ce9afc65f99e216fd232196",0,7,38,0,10,0,0,12,20,4,20,6,0,25,10,82
"e0edab2183fff2963d2175d548d033aa",0,163,183,93,87,111,215,116,148,0,171,211,182,297,131,304
"e0f1414d24decde9525f43cf1c9b22be",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e17abb9bb9ad1b08b8a5efea1c253e2f",0,1,0,0,0,0,1,19,4,0,5,1,3,2,0,0
"e2af6ac1fc374a41f5dd49707e172715",0,188,240,97,120,57,213,103,153,0,196,224,152,295,34,211
"e2b29db940a69f20beee35fa8be6654b",0,13,23,0,0,0,0,0,0,0,0,0,49,0,0,0
"e2dfc760f75ef88fa6460ef17cf7fbc2",0,12,0,0,38,17,30,30,34,3,31,27,16,37,9,0
"e473196c0055a81fb04726a574847790",0,26,33,0,23,19,44,20,25,0,28,29,0,50,0,0
"e56f16f17e31de6ff20ab667cd62f0ab",0,71,65,0,0,34,108,0,82,0,86,72,60,86,0,0
"e57c1ebb35eb70be64ccf6286124a2df",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e62b4f9fa7a6bd55bbe9a5fc3ac71f67",0,10,14,0,0,0,6,0,9,0,0,0,0,6,0,0
"e815b4dacdb67bbeafe9e9df4d196b4e",0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"eb8f6015240f91302e58d72667c8600c",0,58,74,0,69,39,84,38,72,0,99,108,83,114,0,0
"ebc8b6f4cb1ba897fec3beafe2386301",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ec24992fc3cdcccc3b598f6f34c6f664",0,27,0,0,15,0,0,0,31,0,39,0,47,0,0,0
"ec4ae6fb42be2771f4efbde8c024a282",0,98,153,0,53,61,132,60,77,51,89,81,83,167,60,119
"ecc516f6e1d12e7c4d1d9fa49da7801f",0,51,124,0,89,31,85,66,121,0,59,38,22,22,31,0
"ed29bccff733d4e4136eaae25060bd70",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eed244fb88f1537f676cf419ab35a232",0,44,48,16,0,0,0,0,0,0,0,0,0,0,22,0
"f105f5e247fdf9712ea034b9b5d01386",0,107,147,0,0,39,91,59,100,0,126,83,130,154,0,0
"f2722f242cd529ca862839591a9cf593",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2d5c40b120ff92809e11e7b3adbc953",0,72,129,0,42,47,79,56,101,0,125,107,64,111,0,0
"f318395b21141b8d2af811f9fd5d0184",0,14,40,264,0,0,0,0,0,9,0,0,57,55,65,0
"f3476f066640b0339f1c40bf5b9da6fe",0,6,6,120,22,65,0,0,0,0,40,13,12,41,53,134
"f3867ccb9f5b0fc240dc553918bc18fd",0,158,174,0,76,69,214,134,282,0,199,164,245,262,0,92
"f38c4e88fdd42f790a60e7743eeb22f8",0,64,54,0,28,0,18,32,61,0,38,34,38,31,0,0
"f3b51864537917f97e0ee8bd545b1a8f",0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"f4309dcc73234681ea3721754c12d47f",0,15,24,0,20,12,35,22,27,0,39,37,29,75,0,0
"f5b418c5df849380c4ac8ab67db32dff",0,33,56,25,37,31,61,55,58,0,80,57,114,93,18,61
"f6cf2cd8e5009c258c73244ec99c2d18",0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"f71e9da5a813a7c1b787a6897d3869ce",0,12,13,40,0,0,0,0,17,5,13,8,16,28,0,19
"f7a7aaf7c9808708c7816a482edf9827",0,26,19,0,0,0,0,0,0,0,0,19,0,0,0,0
"f7eeb1884bb901663feb58ba43e1c845",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f8d78789c24235bf4e9bda2e8a7375c3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f8f279a1b8a74a2bdde885bd10f01459",0,29,0,0,20,19,42,0,0,0,0,0,0,0,0,0
"f977a4857ea259f9944a73aaa443abf4",0,56,53,40,0,36,0,0,0,0,49,61,65,83,52,125
"f9be29f01a1fe21fd544850b7798c0df",0,105,136,68,43,52,94,79,102,0,99,106,96,96,64,187
"fc309fec1b206c57d4f8962f911484fd",0,12,16,0,0,0,0,0,18,0,0,0,0,0,0,0
"fc7cc1e0480016987b92b3c964b11610",0,27,57,0,14,0,0,0,30,0,32,48,48,37,0,0
