"ASV_hash","Station_1","Station_11","Station_12","Station_13","Station_14","Station_15","Station_16","Station_18","Station_19","Station_2","Station_20","Station_21","Station_23","Station_25","Station_26","Station_27","Station_29","Station_3","Station_31","Station_4","Station_5","Station_6","Station_7","Station_8"
"6b6205469f1d92d8c4a9663b4a10bafc",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c7e452e61d96b1bfa3822e26df3fa28",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cb8371e314c63df31a1b0730e058e06",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cf1910034583c319c18acf595a75013",241,0,0,30,0,0,0,0,0,0,0,0,0,86,0,0,0,165,0,0,0,0,0,0
"6d7fe285d7c38f5657ed922821cce45f",63,0,0,0,0,0,0,0,0,21,0,0,56,0,18,0,0,0,0,0,16,0,0,0
"715f795b2fb54b6aa78aecd0133d2c97",41,0,0,0,60,0,0,23,0,0,26,0,0,67,0,0,0,0,0,0,0,0,0,0
"73175e135cd527e1b4e2c9404eb69791",23,0,0,0,0,0,0,0,0,0,0,0,98,8,15,0,0,0,0,0,0,0,0,0
"750aa8ae079867edc31d5618f84c890b",66,0,0,0,0,139,0,270,0,0,0,0,87,28,183,0,0,81,87,0,0,0,0,0
"7661c2b8619f2b45a3d4c00ec66bc675",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"7e3c16c0df1b70ea1845cc06c0957df4",15,0,0,57,0,0,0,0,0,0,9,0,0,34,0,0,0,0,0,0,0,0,0,0
"81e4de725c009514a9b8d5b5161d4a38",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83f4ee610d47f10a80d50b38d3893e7d",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86917e711bff0e57728f8dddc07f92e0",102,0,0,0,0,0,0,0,0,0,16,0,112,74,117,0,0,0,0,0,84,0,0,0
"8764b6886fdab565b289a0569f4fad4b",173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
"87ebb395ab989ee5d4e44a64d485fdbf",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b91edd35ad4e83ab07369d78ab5fe9a",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8db334deaf486268e8010494b286f605",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e4b15cf029b79266f4e3e8c8e13efec",11,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,21,0,0,0
"9206016a43cb5bd836fcb27a6fb20438",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97dae2533507678736228df0584dff4c",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ec68a527aa95c81893ecaa5ca107324",9,0,0,0,0,0,0,0,0,0,0,0,20,24,85,0,0,0,0,0,0,0,0,0
"9f52918c3be8f3d935f25ea29619de49",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a253b862cf7791c9c2bb94e865b775b9",69,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,27,0,15,146,0,0,0
"a3d95c3c1f3ec97dd9b78dfcfb905b5c",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a564654b171f37b996f98d1a68254168",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad30d9245798712a26bed67404b9500f",25,0,0,0,0,0,0,0,0,0,0,0,34,16,17,0,0,0,0,0,82,0,0,0
"ae59713f8a524d7f8ff2c084976290b6",156,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
"aed5e6a3fe06bfb041ef6e1ee5a8183c",26,0,0,0,0,0,0,0,0,0,0,0,0,22,86,0,0,0,0,0,0,0,0,0
"b1393dcadb05b77b1ea2713d235b9d84",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"b4a5b2235dbc0f4d506ade50ba42bb89",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"bc63b40ded854a385d47328f0a82a814",294,0,0,0,0,0,0,0,0,0,0,0,69,0,172,0,48,0,0,0,77,34,0,0
"be6b994db809ae4298eeb54ad7636d9d",6,0,0,0,9,31,46,25,33,0,0,0,26,0,8,0,0,0,21,0,0,0,0,0
"bf88144bb0c862a8fd59133e8e8f5b37",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c46aaa0c5f57913883d954e41ce9d1b6",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c70c27ea1aa3bd36cf7d1c6f3e6964f7",41,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,45,0,0,0
"c7d72be7609822d8e2ed6199db564410",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c925cdea3493fb1d521c58a3ea66bad2",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caf7bb31219d1c3cc3ee6d1e66e7b512",36,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf7d2671a242eee402bf5f672a956b4c",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0db1c9f3876b8c4332d99cc295597c4",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d1873939021522112deac7239e4854dc",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d7ecac6c173c39df90425d6e62f6d117",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dac01717fe1282733d2a1d25e5c6c2b5",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de5b98314b561000bd595ecc8245dae8",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e266ffede8fbdbbd00e6eae9f711a38d",43,91,0,0,0,0,0,0,0,0,0,178,0,19,15,82,0,32,0,0,59,0,0,0
"e74136d4e56b13c0b28395529e8f5dd3",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7f9449f8424f3c0f978f1e9e195202c",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eae5624cbf26e2d824e510530dc9f6a1",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ec6a25666630977743e3389c5ff2a01f",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"edb62817958b2b6502210cd959be4ec8",5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"ef2b525bec8e1f7cc0437733b2f357a6",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f100143757c1e470072a773425a62847",255,0,0,0,173,0,0,0,0,0,0,0,0,0,91,0,0,0,0,225,209,0,0,0
"f3db0af72c2af1a9dc6cb9b766877cae",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f56e0d2c2ecd3a5884d0b332e86ff3a0",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f76164959d7392124a5896d160a02c30",43,0,0,0,0,0,0,0,0,0,0,0,28,75,28,0,0,0,0,0,0,0,0,0
"f79887817d7331cbd077bb772b1691a9",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f7f9ef30ca777e975ebb0016fe73f972",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,148,70,0,0,0
"f874c28c604f7242cbd0875041c6ce9b",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,0,0,0
"fb5ae84d7ef41b01214a762186ac0207",15,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
"fba31ed10f5ebbea98361aeff0c873a4",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fc46fef1a46ab993a1274d73b5a75409",26,0,0,0,0,0,0,0,43,0,0,91,0,0,34,0,0,0,0,0,0,0,0,0
"fe3ba21f7b26505762ea5e18dc448c8c",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ff7f0c04eee657d7f1bdf0eec8056b89",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0003b7b1cab1888e1cdb50b8072c04d9",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06f004cb40308a4cbec56e502282de3d",0,103,0,29,0,44,0,0,0,0,0,188,0,0,0,95,0,0,0,0,0,0,0,0
"0813d0d48121514490977e2ef29e89cb",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a28404f7f6d36140c1d5e733de2a20a",0,94,34,63,0,0,0,0,0,0,0,0,0,23,0,43,0,0,0,0,0,0,0,0
"0aaabd7d0e5c61c9a10f5925a38ecc1f",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b658fde33c473e0388ac69504e3cc7c",0,86,0,0,0,0,0,0,145,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"0e3921ad0a7a15fc16cf245cf6972388",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12831e79f60f6b1e4e1bfdbf7d1ccd0e",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134d89fd8f923621f3cb6edc712470a7",0,84,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557f92147ef23202b25bc9fced7ae82",0,82,61,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
"15b4e28e2e78e651ff42b1c6c4e7fb5c",0,84,38,0,0,0,0,0,0,0,0,108,0,102,0,57,0,127,0,263,591,0,0,0
"15c1b0819e8e5e3a938d214f41ca43bd",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15eae11a1ac4cff7d9f3f0932087244e",0,66,0,345,0,33,17,0,147,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0
"17833388927b8dbf719b8b3bb29b593c",0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19c19bb993d300889cdd53063f2cce8f",0,141,51,36,0,0,0,0,0,0,0,140,0,0,0,86,0,0,0,0,0,0,0,0
"1a4417c7e055810790ab2c0cdf8a9821",0,316,293,966,0,253,384,25,219,0,178,1716,0,0,0,2772,0,0,1326,0,0,0,0,43
"1af82836b76bafcb5c93ec82c7ef68cb",0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,335,0,0,0
"1c40417f703852d8f6aa5d8d90e6be02",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cc05359fb34e429e7efeb6cb7e1da58",0,71,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ed4cd164c76cfab0841c40a1d1427a7",0,56,135,0,0,0,0,0,0,0,0,248,0,0,0,147,0,0,0,0,0,0,0,0
"1fe7d824d15091af07b12760014f0aa6",0,30,0,0,0,0,0,0,0,0,0,78,0,0,0,39,0,0,0,0,0,0,0,0
"209448dcf4ceffdcab32cb2dda755ce6",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2103d47eb972e09e56ce313418f80dd2",0,63,0,649,0,310,301,193,219,0,481,0,23,0,0,24,0,0,158,0,0,0,0,0
"21f016fcc2093a9d5ff8bc1415a053c1",0,79,180,27,0,0,0,0,0,0,0,225,0,0,0,103,0,0,0,0,0,0,0,0
"22fe98dd3c3f3b2b933af4f0d0a29c92",0,168,490,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0
"23aecfb8fccb1b0a9ab5d06aaf872927",0,32,19,0,0,0,14,0,0,0,0,36,0,0,0,43,0,0,6,0,0,0,0,0
"25406317b88e6e66c2cb3caa4a12b955",0,695,123,225,0,0,79,53,239,0,94,335,56,0,0,767,0,0,78,0,0,14,192,54
"265348787db8940237b64139f561cb19",0,186,65,56,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
"27077b1a565bfb51ff404af3369dd0b0",0,99,75,0,0,0,0,0,0,0,0,156,0,0,0,273,0,0,0,0,0,0,0,0
"27f3f3e2247c15b54b2d798380f7ec62",0,341,642,122,0,296,0,0,0,0,0,1579,0,0,0,1059,0,0,0,0,0,0,0,0
"281e982e21519ca6faf48d6d32d25584",0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28352943b15d0dfcb5cbea97a1175208",0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292eeb51a52c017638ead530cc70c53e",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d66db6fc3ba11123df876eb184b09cf",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2dfbe8b4e1f10ab108190246d190a084",0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ea446964c8c52ab261270ab2a66bcbf",0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fd2c64b554682aff1cfa1541acc3ac7",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31e11d7110448a2732a9d7fa421a85f6",0,27,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3456fee8aaffc0ab124ea2b86986eac0",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35beda014aff5bc2ade699d1d2d9c9f5",0,40,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
"364ee1c544995cf21012f21565eec36e",0,79,0,98,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"3879eb1ac8a9c88d49536123f46b06d8",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38cc1e7622df1baef9eca7f09dd3e875",0,919,516,190,0,0,64,68,0,0,0,1796,0,0,0,1057,0,0,0,0,0,0,0,0
"3b5b8e8a3cbaa5e23e35b588dc2af880",0,40,18,0,0,0,0,0,0,0,0,282,0,38,6,62,0,0,0,0,0,0,0,0
"3b9df7e479937f6dd1071056987dafb6",0,112,0,103,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
"41dcce8c308ef307f72c2a2aaf1ff9d4",0,46,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"42f645698fa2a9f0c961ef3df271300a",0,470,127,46,0,0,0,0,0,0,0,495,0,0,0,160,0,0,0,0,0,0,0,43
"433c9d902178b7f5609d1e5e35dbb331",0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43d9624d68344e220ba5efa26f685ffa",0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"441532ab469239b9d44cad31f8fc84ad",0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46808e37dc751b3f06f88e79e61d5e19",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46a9855159ff7c5cd13c8fe2236d218a",0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0
"4ba3945e38b6bf8a59b5bab52265716f",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ed0e8a0e3c3f54fa827a80b98c36707",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50252ce948a7190eb93465ca66c04fd5",0,177,0,0,0,0,37,22,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"50ebc0d7505ca72b9dbc506baec3dd2f",0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51127923a4d3ad3df4e472490fc67135",0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"511a4720f21e990d5543d7c5afaf53a7",0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,32,0,0,0
"52d6aa1f9c2ccad499e250710a4e9a39",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53434224b0b775e5f274d1c92ff8c93c",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534796388069185a451075d916a1ec5b",0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544e337b1760b0482ac512dd9e1c4544",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560d86be08763c02ec54a5fc4e880b70",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56bd6deda1cd22657cb632ed8c1e966d",0,645,291,30,0,0,0,0,0,0,0,1680,0,0,0,286,0,0,0,0,0,0,0,56
"5a450f0654075316374185a0b569fe9b",0,1606,586,586,0,0,0,0,0,0,0,2367,0,0,0,2347,0,0,27,0,0,0,0,170
"5b98b49a087e87a19569636245b70c07",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ba2f7d81a3e88e2981d1d5760a85028",0,101,64,0,0,0,0,0,0,0,0,207,0,0,0,167,0,0,0,0,0,0,0,0
"5ce78e3c4f46db218721ac9e571ba8c6",0,10,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"5d3a184713bb99d4805ad2eb124b7bf7",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d81e3f4934a6c4f6da1b7da1db30360",0,177,80,79,0,0,0,0,0,0,0,143,0,0,0,57,0,0,0,0,0,0,0,0
"5e45573c29a63a4f856d7ad532efa20b",0,53,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f2405be697d7f325d00daae18c44f6f",0,114,211,0,0,0,0,0,0,0,0,330,0,0,0,127,0,0,0,0,0,0,0,0
"606ad7678c21255928485ce8df41afcd",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60f41bbec7ad230455f777927e05bc5a",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632f23e4cb378345141065bf9cd7ada7",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"654d6f35ce3b8c6dd3375c55b28dfcd8",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6601e44e77ae92d1d77de77f4315de2f",0,164,0,0,0,0,0,0,0,0,0,121,0,0,0,190,0,0,0,0,0,0,0,0
